,Date,State, Average Temperature,Anomaly
4523,201506,Maryland,73.0,0.1
4524,201507,Maryland,75.9,-1.9
4525,201508,Maryland,73.9,-1.0
4526,201509,Maryland,70.8,1.2
4527,201510,Maryland,55.6,-2.7
4528,201511,Maryland,50.5,5.1
4529,201512,Maryland,48.6,9.3
4530,201601,Maryland,32.1,-1.4
4531,201602,Maryland,36.9,0.8
4532,201603,Maryland,49.4,5.9
4533,201604,Maryland,53.1,-2.0
4534,201605,Maryland,60.9,-4.4
4535,201606,Maryland,72.2,-0.7
4536,201607,Maryland,78.4,0.6
4537,201608,Maryland,78.0,3.1
4538,201609,Maryland,71.5,1.9
4539,201610,Maryland,59.4,1.1
4540,201611,Maryland,47.7,2.3
4541,201612,Maryland,38.0,-1.3
4542,201701,Maryland,38.3,4.8
4543,201702,Maryland,43.7,7.6
4544,201703,Maryland,43.1,-0.4
4545,201704,Maryland,59.5,4.4
4546,201705,Maryland,62.2,-3.1
4547,201706,Maryland,72.6,-0.3
4548,201707,Maryland,77.4,-0.4
4549,201708,Maryland,72.8,-2.1
4550,201709,Maryland,68.3,-1.3
4551,201710,Maryland,61.2,2.9
4552,201711,Maryland,45.8,0.4
4553,201712,Maryland,35.3,-4.0
4554,201801,Maryland,31.0,-2.5
4555,201802,Maryland,41.6,5.5
4556,201803,Maryland,39.3,-4.2
4557,201804,Maryland,50.7,-4.4
4558,201805,Maryland,68.8,3.5
4559,201806,Maryland,72.1,-0.8
4560,201807,Maryland,76.2,-1.6
4561,201808,Maryland,77.1,2.2
4562,201809,Maryland,72.7,3.1
4563,201810,Maryland,59.0,0.7
4564,201811,Maryland,43.4,-2.0
4565,201812,Maryland,39.2,-0.1
4566,201901,Maryland,34.0,0.5
4567,201902,Maryland,37.6,1.5
4568,201903,Maryland,42.1,-1.4
4569,201904,Maryland,57.8,2.7
4570,201905,Maryland,67.3,2.0
4571,201906,Maryland,72.5,-0.4
4572,201907,Maryland,78.6,0.8
4573,201908,Maryland,75.6,0.7
4574,201909,Maryland,71.4,1.8
4575,201910,Maryland,60.3,2.0
4576,201911,Maryland,42.6,-2.8
4577,201912,Maryland,38.9,-0.4
4699,201001,Massachusetts,25.9,-0.8
4700,201002,Massachusetts,29.3,1.1
4701,201003,Massachusetts,41.4,5.9
4702,201004,Massachusetts,50.6,3.6
4703,201005,Massachusetts,60.3,1.9
4704,201006,Massachusetts,67.6,1.9
4705,201007,Massachusetts,74.1,1.4
4706,201008,Massachusetts,70.1,-0.1
4707,201009,Massachusetts,64.6,0.8
4708,201010,Massachusetts,51.5,-1.0
4709,201011,Massachusetts,41.0,0.4
4710,201012,Massachusetts,27.8,-4.6
4711,201101,Massachusetts,22.4,-4.3
4712,201102,Massachusetts,25.5,-2.7
4713,201103,Massachusetts,35.4,-0.1
4714,201104,Massachusetts,47.7,0.7
4715,201105,Massachusetts,58.5,0.1
4716,201106,Massachusetts,65.2,-0.5
4717,201107,Massachusetts,72.8,0.1
4718,201108,Massachusetts,69.8,-0.4
4719,201109,Massachusetts,64.9,1.1
4720,201110,Massachusetts,52.6,0.1
4721,201111,Massachusetts,45.4,4.8
4722,201112,Massachusetts,35.8,3.4
4723,201201,Massachusetts,30.4,3.7
4724,201202,Massachusetts,33.6,5.4
4725,201203,Massachusetts,44.1,8.6
4726,201204,Massachusetts,48.7,1.7
4727,201205,Massachusetts,60.4,2.0
4728,201206,Massachusetts,65.0,-0.7
4729,201207,Massachusetts,73.0,0.3
4730,201208,Massachusetts,71.5,1.3
4731,201209,Massachusetts,61.9,-1.9
4732,201210,Massachusetts,53.5,1.0
4733,201211,Massachusetts,39.2,-1.4
4734,201212,Massachusetts,34.7,2.3
4735,201301,Massachusetts,27.5,0.8
4736,201302,Massachusetts,28.4,0.2
4737,201303,Massachusetts,34.9,-0.6
4738,201304,Massachusetts,46.3,-0.7
4739,201305,Massachusetts,57.7,-0.7
4740,201306,Massachusetts,67.0,1.3
4741,201307,Massachusetts,75.0,2.3
4742,201308,Massachusetts,68.0,-2.2
4743,201309,Massachusetts,60.8,-3.0
4744,201310,Massachusetts,51.8,-0.7
4745,201311,Massachusetts,38.8,-1.8
4746,201312,Massachusetts,29.4,-3.0
4747,201401,Massachusetts,23.0,-3.7
4748,201402,Massachusetts,24.1,-4.1
4749,201403,Massachusetts,29.1,-6.4
4750,201404,Massachusetts,45.9,-1.1
4751,201405,Massachusetts,57.2,-1.2
4752,201406,Massachusetts,65.9,0.2
4753,201407,Massachusetts,71.2,-1.5
4754,201408,Massachusetts,67.2,-3.0
4755,201409,Massachusetts,62.3,-1.5
4756,201410,Massachusetts,53.3,0.8
4757,201411,Massachusetts,38.8,-1.8
4758,201412,Massachusetts,34.7,2.3
4759,201501,Massachusetts,21.8,-4.9
4760,201502,Massachusetts,14.6,-13.6
4761,201503,Massachusetts,29.3,-6.2
4762,201504,Massachusetts,45.5,-1.5
4763,201505,Massachusetts,61.8,3.4
4764,201506,Massachusetts,63.6,-2.1
4765,201507,Massachusetts,71.0,-1.7
4766,201508,Massachusetts,71.1,0.9
4767,201509,Massachusetts,66.2,2.4
4768,201510,Massachusetts,50.1,-2.4
4769,201511,Massachusetts,44.7,4.1
4770,201512,Massachusetts,41.8,9.4
4771,201601,Massachusetts,28.5,1.8
4772,201602,Massachusetts,30.9,2.7
4773,201603,Massachusetts,41.0,5.5
4774,201604,Massachusetts,45.0,-2.0
4775,201605,Massachusetts,57.2,-1.2
4776,201606,Massachusetts,66.1,0.4
4777,201607,Massachusetts,72.6,-0.1
4778,201608,Massachusetts,72.5,2.3
4779,201609,Massachusetts,64.6,0.8
4780,201610,Massachusetts,52.2,-0.3
4781,201611,Massachusetts,42.2,1.6
4782,201612,Massachusetts,31.0,-1.4
4783,201701,Massachusetts,31.5,4.8
4784,201702,Massachusetts,33.0,4.8
4785,201703,Massachusetts,31.5,-4.0
4786,201704,Massachusetts,50.2,3.2
4787,201705,Massachusetts,55.2,-3.2
4788,201706,Massachusetts,66.0,0.3
4789,201707,Massachusetts,70.0,-2.7
4790,201708,Massachusetts,68.0,-2.2
4791,201709,Massachusetts,65.1,1.3
4792,201710,Massachusetts,57.5,5.0
4793,201711,Massachusetts,40.3,-0.3
4794,201712,Massachusetts,26.6,-5.8
4795,201801,Massachusetts,24.5,-2.2
4796,201802,Massachusetts,34.3,6.1
4797,201803,Massachusetts,34.8,-0.7
4798,201804,Massachusetts,42.3,-4.7
4799,201805,Massachusetts,60.8,2.4
4800,201806,Massachusetts,64.8,-0.9
4801,201807,Massachusetts,73.3,0.6
4802,201808,Massachusetts,73.5,3.3
4803,201809,Massachusetts,65.2,1.4
4804,201810,Massachusetts,50.3,-2.2
4805,201811,Massachusetts,37.8,-2.8
4806,201812,Massachusetts,32.1,-0.3
4807,201901,Massachusetts,25.9,-0.8
4808,201902,Massachusetts,28.5,0.3
4809,201903,Massachusetts,33.7,-1.8
4810,201904,Massachusetts,47.7,0.7
4811,201905,Massachusetts,55.3,-3.1
4812,201906,Massachusetts,65.5,-0.2
4813,201907,Massachusetts,73.8,1.1
4814,201908,Massachusetts,69.8,-0.4
4815,201909,Massachusetts,62.0,-1.8
4816,201910,Massachusetts,52.4,-0.1
4817,201911,Massachusetts,37.4,-3.2
4818,201912,Massachusetts,30.5,-1.9
4940,201001,Michigan,21.3,0.7
4941,201002,Michigan,23.1,1.8
4942,201003,Michigan,37.6,6.4
4943,201004,Michigan,49.0,6.5
4944,201005,Michigan,58.3,2.2
4945,201006,Michigan,64.9,0.4
4946,201007,Michigan,71.4,1.5
4947,201008,Michigan,70.7,2.9
4948,201009,Michigan,58.1,-2.8
4949,201010,Michigan,49.9,0.9
4950,201011,Michigan,37.8,2.0
4951,201012,Michigan,22.8,-4.1
4952,201101,Michigan,16.9,-3.7
4953,201102,Michigan,21.3,0.0
4954,201103,Michigan,28.8,-2.4
4955,201104,Michigan,42.0,-0.5
4956,201105,Michigan,55.0,-1.1
4957,201106,Michigan,64.2,-0.3
4958,201107,Michigan,72.7,2.8
4959,201108,Michigan,68.3,0.5
4960,201109,Michigan,58.7,-2.2
4961,201110,Michigan,49.7,0.7
4962,201111,Michigan,39.9,4.1
4963,201112,Michigan,29.9,3.0
4964,201201,Michigan,25.1,4.5
4965,201202,Michigan,28.4,7.1
4966,201203,Michigan,44.7,13.5
4967,201204,Michigan,43.9,1.4
4968,201205,Michigan,59.0,2.9
4969,201206,Michigan,66.5,2.0
4970,201207,Michigan,73.5,3.6
4971,201208,Michigan,67.5,-0.3
4972,201209,Michigan,58.4,-2.5
4973,201210,Michigan,47.5,-1.5
4974,201211,Michigan,36.2,0.4
4975,201212,Michigan,30.4,3.5
4976,201301,Michigan,23.0,2.4
4977,201302,Michigan,20.9,-0.4
4978,201303,Michigan,27.8,-3.4
4979,201304,Michigan,39.5,-3.0
4980,201305,Michigan,56.5,0.4
4981,201306,Michigan,63.8,-0.7
4982,201307,Michigan,68.8,-1.1
4983,201308,Michigan,66.6,-1.2
4984,201309,Michigan,59.5,-1.4
4985,201310,Michigan,48.8,-0.2
4986,201311,Michigan,34.2,-1.6
4987,201312,Michigan,19.3,-7.6
4988,201401,Michigan,12.3,-8.3
4989,201402,Michigan,12.7,-8.6
4990,201403,Michigan,21.0,-10.2
4991,201404,Michigan,41.2,-1.3
4992,201405,Michigan,54.6,-1.5
4993,201406,Michigan,65.2,0.7
4994,201407,Michigan,64.8,-5.1
4995,201408,Michigan,66.0,-1.8
4996,201409,Michigan,58.8,-2.1
4997,201410,Michigan,47.5,-1.5
4998,201411,Michigan,30.3,-5.5
4999,201412,Michigan,28.2,1.3
5000,201501,Michigan,16.6,-4.0
5001,201502,Michigan,8.0,-13.3
5002,201503,Michigan,28.6,-2.6
5003,201504,Michigan,43.2,0.7
5004,201505,Michigan,57.2,1.1
5005,201506,Michigan,62.5,-2.0
5006,201507,Michigan,67.9,-2.0
5007,201508,Michigan,66.9,-0.9
5008,201509,Michigan,64.6,3.7
5009,201510,Michigan,48.9,-0.1
5010,201511,Michigan,41.3,5.5
5011,201512,Michigan,35.6,8.7
5012,201601,Michigan,22.3,1.7
5013,201602,Michigan,25.3,4.0
5014,201603,Michigan,36.1,4.9
5015,201604,Michigan,40.8,-1.7
5016,201605,Michigan,55.4,-0.7
5017,201606,Michigan,64.7,0.2
5018,201607,Michigan,70.3,0.4
5019,201608,Michigan,70.8,3.0
5020,201609,Michigan,63.5,2.6
5021,201610,Michigan,51.6,2.6
5022,201611,Michigan,42.6,6.8
5023,201612,Michigan,25.0,-1.9
5024,201701,Michigan,25.2,4.6
5025,201702,Michigan,29.9,8.6
5026,201703,Michigan,30.7,-0.5
5027,201704,Michigan,47.2,4.7
5028,201705,Michigan,53.0,-3.1
5029,201706,Michigan,65.3,0.8
5030,201707,Michigan,68.5,-1.4
5031,201708,Michigan,65.2,-2.6
5032,201709,Michigan,62.6,1.7
5033,201710,Michigan,52.5,3.5
5034,201711,Michigan,34.5,-1.3
5035,201712,Michigan,20.9,-6.0
5036,201801,Michigan,20.0,-0.6
5037,201802,Michigan,23.0,1.7
5038,201803,Michigan,29.6,-1.6
5039,201804,Michigan,35.2,-7.3
5040,201805,Michigan,60.2,4.1
5041,201806,Michigan,65.2,0.7
5042,201807,Michigan,70.5,0.6
5043,201808,Michigan,69.8,2.0
5044,201809,Michigan,62.4,1.5
5045,201810,Michigan,45.9,-3.1
5046,201811,Michigan,30.8,-5.0
5047,201812,Michigan,28.7,1.8
5048,201901,Michigan,16.8,-3.8
5049,201902,Michigan,19.9,-1.4
5050,201903,Michigan,27.5,-3.7
5051,201904,Michigan,42.5,0.0
5052,201905,Michigan,51.8,-4.3
5053,201906,Michigan,62.5,-2.0
5054,201907,Michigan,70.9,1.0
5055,201908,Michigan,66.3,-1.5
5056,201909,Michigan,62.3,1.4
5057,201910,Michigan,47.5,-1.5
5058,201911,Michigan,30.8,-5.0
5059,201912,Michigan,28.4,1.5
5181,201001,Minnesota,8.8,-1.9
5182,201002,Minnesota,12.8,-0.1
5183,201003,Minnesota,35.8,7.2
5184,201004,Minnesota,50.0,8.5
5185,201005,Minnesota,56.0,0.8
5186,201006,Minnesota,63.8,-1.2
5187,201007,Minnesota,70.4,0.3
5188,201008,Minnesota,70.2,3.1
5189,201009,Minnesota,55.0,-4.4
5190,201010,Minnesota,49.1,3.1
5191,201011,Minnesota,30.7,1.1
5192,201012,Minnesota,11.5,-5.2
5193,201101,Minnesota,5.0,-5.7
5194,201102,Minnesota,13.2,0.3
5195,201103,Minnesota,23.6,-5.0
5196,201104,Minnesota,41.6,0.1
5197,201105,Minnesota,53.6,-1.6
5198,201106,Minnesota,63.4,-1.6
5199,201107,Minnesota,72.7,2.6
5200,201108,Minnesota,68.2,1.1
5201,201109,Minnesota,57.5,-1.9
5202,201110,Minnesota,49.9,3.9
5203,201111,Minnesota,32.9,3.3
5204,201112,Minnesota,22.7,6.0
5205,201201,Minnesota,18.4,7.7
5206,201202,Minnesota,22.4,9.5
5207,201203,Minnesota,41.8,13.2
5208,201204,Minnesota,45.5,4.0
5209,201205,Minnesota,58.3,3.1
5210,201206,Minnesota,66.8,1.8
5211,201207,Minnesota,74.3,4.2
5212,201208,Minnesota,66.7,-0.4
5213,201209,Minnesota,57.3,-2.1
5214,201210,Minnesota,43.2,-2.8
5215,201211,Minnesota,30.9,1.3
5216,201212,Minnesota,16.8,0.1
5217,201301,Minnesota,11.4,0.7
5218,201302,Minnesota,13.0,0.1
5219,201303,Minnesota,20.6,-8.0
5220,201304,Minnesota,34.0,-7.5
5221,201305,Minnesota,53.2,-2.0
5222,201306,Minnesota,63.9,-1.1
5223,201307,Minnesota,69.0,-1.1
5224,201308,Minnesota,67.8,0.7
5225,201309,Minnesota,61.5,2.1
5226,201310,Minnesota,44.9,-1.1
5227,201311,Minnesota,27.6,-2.0
5228,201312,Minnesota,5.0,-11.7
5229,201401,Minnesota,2.3,-8.4
5230,201402,Minnesota,3.8,-9.1
5231,201403,Minnesota,19.6,-9.0
5232,201404,Minnesota,38.4,-3.1
5233,201405,Minnesota,54.3,-0.9
5234,201406,Minnesota,65.0,0.0
5235,201407,Minnesota,66.7,-3.4
5236,201408,Minnesota,67.1,0.0
5237,201409,Minnesota,58.5,-0.9
5238,201410,Minnesota,46.2,0.2
5239,201411,Minnesota,21.4,-8.2
5240,201412,Minnesota,20.4,3.7
5241,201501,Minnesota,13.7,3.0
5242,201502,Minnesota,5.6,-7.3
5243,201503,Minnesota,30.7,2.1
5244,201504,Minnesota,44.6,3.1
5245,201505,Minnesota,54.2,-1.0
5246,201506,Minnesota,64.7,-0.3
5247,201507,Minnesota,69.5,-0.6
5248,201508,Minnesota,65.9,-1.2
5249,201509,Minnesota,63.8,4.4
5250,201510,Minnesota,47.9,1.9
5251,201511,Minnesota,36.5,6.9
5252,201512,Minnesota,24.8,8.1
5253,201601,Minnesota,12.6,1.9
5254,201602,Minnesota,19.9,7.0
5255,201603,Minnesota,35.7,7.1
5256,201604,Minnesota,42.5,1.0
5257,201605,Minnesota,56.7,1.5
5258,201606,Minnesota,65.6,0.6
5259,201607,Minnesota,69.3,-0.8
5260,201608,Minnesota,68.1,1.0
5261,201609,Minnesota,60.7,1.3
5262,201610,Minnesota,48.2,2.2
5263,201611,Minnesota,40.2,10.6
5264,201612,Minnesota,15.3,-1.4
5265,201701,Minnesota,14.6,3.9
5266,201702,Minnesota,23.9,11.0
5267,201703,Minnesota,28.2,-0.4
5268,201704,Minnesota,44.4,2.9
5269,201705,Minnesota,53.6,-1.6
5270,201706,Minnesota,65.0,0.0
5271,201707,Minnesota,69.2,-0.9
5272,201708,Minnesota,64.0,-3.1
5273,201709,Minnesota,60.8,1.4
5274,201710,Minnesota,47.1,1.1
5275,201711,Minnesota,27.4,-2.2
5276,201712,Minnesota,13.4,-3.3
5277,201801,Minnesota,10.4,-0.3
5278,201802,Minnesota,8.6,-4.3
5279,201803,Minnesota,27.5,-1.1
5280,201804,Minnesota,32.7,-8.8
5281,201805,Minnesota,61.1,5.9
5282,201806,Minnesota,67.0,2.0
5283,201807,Minnesota,69.7,-0.4
5284,201808,Minnesota,67.4,0.3
5285,201809,Minnesota,59.0,-0.4
5286,201810,Minnesota,40.7,-5.3
5287,201811,Minnesota,22.8,-6.8
5288,201812,Minnesota,20.2,3.5
5289,201901,Minnesota,6.6,-4.1
5290,201902,Minnesota,5.3,-7.6
5291,201903,Minnesota,22.6,-6.0
5292,201904,Minnesota,41.4,-0.1
5293,201905,Minnesota,50.5,-4.7
5294,201906,Minnesota,64.4,-0.6
5295,201907,Minnesota,70.4,0.3
5296,201908,Minnesota,65.2,-1.9
5297,201909,Minnesota,60.2,0.8
5298,201910,Minnesota,42.4,-3.6
5299,201911,Minnesota,26.0,-3.6
5300,201912,Minnesota,16.6,-0.1
5422,201001,Mississippi,40.6,-4.7
5423,201002,Mississippi,40.7,-9.3
5424,201003,Mississippi,52.3,-4.4
5425,201004,Mississippi,65.1,0.7
5426,201005,Mississippi,74.4,2.2
5427,201006,Mississippi,82.2,2.7
5428,201007,Mississippi,82.7,1.4
5429,201008,Mississippi,83.8,2.9
5430,201009,Mississippi,77.0,0.3
5431,201010,Mississippi,65.0,-0.6
5432,201011,Mississippi,55.7,1.8
5433,201012,Mississippi,42.3,-6.9
5434,201101,Mississippi,42.2,-3.1
5435,201102,Mississippi,49.8,-0.2
5436,201103,Mississippi,57.8,1.1
5437,201104,Mississippi,67.0,2.6
5438,201105,Mississippi,70.6,-1.6
5439,201106,Mississippi,82.2,2.7
5440,201107,Mississippi,82.9,1.6
5441,201108,Mississippi,83.0,2.1
5442,201109,Mississippi,72.5,-4.2
5443,201110,Mississippi,61.3,-4.3
5444,201111,Mississippi,56.1,2.2
5445,201112,Mississippi,48.0,-1.2
5446,201201,Mississippi,50.8,5.5
5447,201202,Mississippi,52.2,2.2
5448,201203,Mississippi,65.4,8.7
5449,201204,Mississippi,65.8,1.4
5450,201205,Mississippi,74.3,2.1
5451,201206,Mississippi,78.2,-1.3
5452,201207,Mississippi,81.9,0.6
5453,201208,Mississippi,79.5,-1.4
5454,201209,Mississippi,74.4,-2.3
5455,201210,Mississippi,62.1,-3.5
5456,201211,Mississippi,52.0,-1.9
5457,201212,Mississippi,51.6,2.4
5458,201301,Mississippi,49.1,3.8
5459,201302,Mississippi,49.0,-1.0
5460,201303,Mississippi,50.4,-6.3
5461,201304,Mississippi,62.1,-2.3
5462,201305,Mississippi,68.9,-3.3
5463,201306,Mississippi,78.9,-0.6
5464,201307,Mississippi,78.8,-2.5
5465,201308,Mississippi,79.6,-1.3
5466,201309,Mississippi,77.0,0.3
5467,201310,Mississippi,65.4,-0.2
5468,201311,Mississippi,51.1,-2.8
5469,201312,Mississippi,46.7,-2.5
5470,201401,Mississippi,38.5,-6.8
5471,201402,Mississippi,46.3,-3.7
5472,201403,Mississippi,51.6,-5.1
5473,201404,Mississippi,62.7,-1.7
5474,201405,Mississippi,70.8,-1.4
5475,201406,Mississippi,78.6,-0.9
5476,201407,Mississippi,77.5,-3.8
5477,201408,Mississippi,79.8,-1.1
5478,201409,Mississippi,76.5,-0.2
5479,201410,Mississippi,66.5,0.9
5480,201411,Mississippi,48.8,-5.1
5481,201412,Mississippi,50.2,1.0
5482,201501,Mississippi,43.8,-1.5
5483,201502,Mississippi,41.9,-8.1
5484,201503,Mississippi,57.7,1.0
5485,201504,Mississippi,67.0,2.6
5486,201505,Mississippi,72.3,0.1
5487,201506,Mississippi,79.2,-0.3
5488,201507,Mississippi,82.8,1.5
5489,201508,Mississippi,80.1,-0.8
5490,201509,Mississippi,76.3,-0.4
5491,201510,Mississippi,66.5,0.9
5492,201511,Mississippi,59.2,5.3
5493,201512,Mississippi,56.7,7.5
5494,201601,Mississippi,43.7,-1.6
5495,201602,Mississippi,50.9,0.9
5496,201603,Mississippi,60.2,3.5
5497,201604,Mississippi,65.2,0.8
5498,201605,Mississippi,70.5,-1.7
5499,201606,Mississippi,80.2,0.7
5500,201607,Mississippi,82.4,1.1
5501,201608,Mississippi,82.0,1.1
5502,201609,Mississippi,79.0,2.3
5503,201610,Mississippi,69.2,3.6
5504,201611,Mississippi,58.2,4.3
5505,201612,Mississippi,49.4,0.2
5506,201701,Mississippi,52.9,7.6
5507,201702,Mississippi,57.1,7.1
5508,201703,Mississippi,60.1,3.4
5509,201704,Mississippi,67.3,2.9
5510,201705,Mississippi,70.1,-2.1
5511,201706,Mississippi,76.7,-2.8
5512,201707,Mississippi,81.2,-0.1
5513,201708,Mississippi,79.3,-1.6
5514,201709,Mississippi,74.5,-2.2
5515,201710,Mississippi,66.2,0.6
5516,201711,Mississippi,56.8,2.9
5517,201712,Mississippi,47.1,-2.1
5518,201801,Mississippi,40.1,-5.2
5519,201802,Mississippi,56.9,6.9
5520,201803,Mississippi,57.1,0.4
5521,201804,Mississippi,58.9,-5.5
5522,201805,Mississippi,75.8,3.6
5523,201806,Mississippi,80.6,1.1
5524,201807,Mississippi,81.8,0.5
5525,201808,Mississippi,80.3,-0.6
5526,201809,Mississippi,78.9,2.2
5527,201810,Mississippi,67.4,1.8
5528,201811,Mississippi,50.5,-3.4
5529,201812,Mississippi,49.0,-0.2
5530,201901,Mississippi,46.3,1.0
5531,201902,Mississippi,55.0,5.0
5532,201903,Mississippi,54.7,-2.0
5533,201904,Mississippi,63.1,-1.3
5534,201905,Mississippi,74.3,2.1
5535,201906,Mississippi,78.3,-1.2
5536,201907,Mississippi,80.8,-0.5
5537,201908,Mississippi,81.4,0.5
5538,201909,Mississippi,81.2,4.5
5539,201910,Mississippi,66.6,1.0
5540,201911,Mississippi,50.3,-3.6
5541,201912,Mississippi,50.7,1.5
5663,201001,Missouri,25.5,-5.3
5664,201002,Missouri,28.4,-5.7
5665,201003,Missouri,45.0,-0.4
5666,201004,Missouri,60.5,4.3
5667,201005,Missouri,64.5,-0.9
5668,201006,Missouri,77.3,2.4
5669,201007,Missouri,79.1,0.8
5670,201008,Missouri,79.0,3.2
5671,201009,Missouri,68.8,-1.0
5672,201010,Missouri,58.3,1.0
5673,201011,Missouri,46.5,2.2
5674,201012,Missouri,29.6,-6.2
5675,201101,Missouri,26.7,-4.1
5676,201102,Missouri,33.2,-0.9
5677,201103,Missouri,45.1,-0.3
5678,201104,Missouri,56.8,0.6
5679,201105,Missouri,62.8,-2.6
5680,201106,Missouri,75.8,0.9
5681,201107,Missouri,82.7,4.4
5682,201108,Missouri,77.8,2.0
5683,201109,Missouri,64.8,-5.0
5684,201110,Missouri,57.2,-0.1
5685,201111,Missouri,47.4,3.1
5686,201112,Missouri,37.4,1.6
5687,201201,Missouri,36.3,5.5
5688,201202,Missouri,39.9,5.8
5689,201203,Missouri,58.1,12.7
5690,201204,Missouri,59.0,2.8
5691,201205,Missouri,69.5,4.1
5692,201206,Missouri,74.8,-0.1
5693,201207,Missouri,83.6,5.3
5694,201208,Missouri,76.2,0.4
5695,201209,Missouri,67.0,-2.8
5696,201210,Missouri,54.3,-3.0
5697,201211,Missouri,45.1,0.8
5698,201212,Missouri,38.8,3.0
5699,201301,Missouri,33.8,3.0
5700,201302,Missouri,34.4,0.3
5701,201303,Missouri,38.3,-7.1
5702,201304,Missouri,52.1,-4.1
5703,201305,Missouri,63.4,-2.0
5704,201306,Missouri,73.0,-1.9
5705,201307,Missouri,75.0,-3.3
5706,201308,Missouri,74.6,-1.2
5707,201309,Missouri,70.7,0.9
5708,201310,Missouri,55.9,-1.4
5709,201311,Missouri,41.8,-2.5
5710,201312,Missouri,30.3,-5.5
5711,201401,Missouri,25.8,-5.0
5712,201402,Missouri,26.5,-7.6
5713,201403,Missouri,39.5,-5.9
5714,201404,Missouri,55.1,-1.1
5715,201405,Missouri,65.3,-0.1
5716,201406,Missouri,73.7,-1.2
5717,201407,Missouri,72.6,-5.7
5718,201408,Missouri,76.6,0.8
5719,201409,Missouri,67.1,-2.7
5720,201410,Missouri,57.8,0.5
5721,201411,Missouri,37.8,-6.5
5722,201412,Missouri,36.7,0.9
5723,201501,Missouri,31.2,0.4
5724,201502,Missouri,26.2,-7.9
5725,201503,Missouri,44.5,-0.9
5726,201504,Missouri,57.7,1.5
5727,201505,Missouri,64.8,-0.6
5728,201506,Missouri,74.3,-0.6
5729,201507,Missouri,77.4,-0.9
5730,201508,Missouri,73.4,-2.4
5731,201509,Missouri,71.6,1.8
5732,201510,Missouri,57.7,0.4
5733,201511,Missouri,48.9,4.6
5734,201512,Missouri,42.4,6.6
5735,201601,Missouri,30.9,0.1
5736,201602,Missouri,39.1,5.0
5737,201603,Missouri,50.4,5.0
5738,201604,Missouri,57.3,1.1
5739,201605,Missouri,62.7,-2.7
5740,201606,Missouri,76.9,2.0
5741,201607,Missouri,78.1,-0.2
5742,201608,Missouri,76.7,0.9
5743,201609,Missouri,71.7,1.9
5744,201610,Missouri,62.1,4.8
5745,201611,Missouri,51.0,6.7
5746,201612,Missouri,32.4,-3.4
5747,201701,Missouri,35.4,4.6
5748,201702,Missouri,45.1,11.0
5749,201703,Missouri,48.4,3.0
5750,201704,Missouri,58.5,2.3
5751,201705,Missouri,64.1,-1.3
5752,201706,Missouri,73.5,-1.4
5753,201707,Missouri,78.8,0.5
5754,201708,Missouri,72.1,-3.7
5755,201709,Missouri,70.4,0.6
5756,201710,Missouri,59.0,1.7
5757,201711,Missouri,46.2,1.9
5758,201712,Missouri,34.3,-1.5
5759,201801,Missouri,28.0,-2.8
5760,201802,Missouri,35.6,1.5
5761,201803,Missouri,44.0,-1.4
5762,201804,Missouri,48.2,-8.0
5763,201805,Missouri,72.5,7.1
5764,201806,Missouri,77.4,2.5
5765,201807,Missouri,78.2,-0.1
5766,201808,Missouri,76.4,0.6
5767,201809,Missouri,71.3,1.5
5768,201810,Missouri,56.4,-0.9
5769,201811,Missouri,37.6,-6.7
5770,201812,Missouri,36.8,1.0
5771,201901,Missouri,31.0,0.2
5772,201902,Missouri,33.0,-1.1
5773,201903,Missouri,40.9,-4.5
5774,201904,Missouri,56.7,0.5
5775,201905,Missouri,64.5,-0.9
5776,201906,Missouri,72.4,-2.5
5777,201907,Missouri,77.6,-0.7
5778,201908,Missouri,75.3,-0.5
5779,201909,Missouri,74.8,5.0
5780,201910,Missouri,54.3,-3.0
5781,201911,Missouri,40.2,-4.1
5782,201912,Missouri,39.0,3.2
5904,201001,Montana,20.6,-1.6
5905,201002,Montana,21.1,0.4
5906,201003,Montana,36.2,3.2
5907,201004,Montana,41.6,0.4
5908,201005,Montana,46.3,-3.9
5909,201006,Montana,57.5,-1.9
5910,201007,Montana,64.3,-2.9
5911,201008,Montana,63.8,-1.7
5912,201009,Montana,54.1,-1.9
5913,201010,Montana,47.6,4.1
5914,201011,Montana,26.6,-3.8
5915,201012,Montana,19.0,-2.8
5916,201101,Montana,19.1,-3.1
5917,201102,Montana,16.4,-4.3
5918,201103,Montana,28.6,-4.4
5919,201104,Montana,37.7,-3.5
5920,201105,Montana,47.1,-3.1
5921,201106,Montana,56.3,-3.1
5922,201107,Montana,66.6,-0.6
5923,201108,Montana,66.8,1.3
5924,201109,Montana,58.3,2.3
5925,201110,Montana,45.9,2.4
5926,201111,Montana,30.0,-0.4
5927,201112,Montana,26.2,4.4
5928,201201,Montana,25.1,2.9
5929,201202,Montana,24.9,4.2
5930,201203,Montana,39.4,6.4
5931,201204,Montana,44.8,3.6
5932,201205,Montana,49.5,-0.7
5933,201206,Montana,60.2,0.8
5934,201207,Montana,70.7,3.5
5935,201208,Montana,66.7,1.2
5936,201209,Montana,58.2,2.2
5937,201210,Montana,41.0,-2.5
5938,201211,Montana,32.4,2.0
5939,201212,Montana,21.5,-0.3
5940,201301,Montana,21.7,-0.5
5941,201302,Montana,27.4,6.7
5942,201303,Montana,30.5,-2.5
